OrderID,OrderDateKey,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,NetRevenue,COGS,Profit,PaymentMethod,PromoCode,ShipDays,ShipMode,ReturnedFlag
O0004463,20250831,C00654,P0062,S006,1,860,0,860,860,550,310,Wallet,NONE,4,Standard,0
O0004464,20250520,C02461,P0072,S040,1,15070,0.0924,15070,15070,11830,3240,UPI,NEWUSER10,3,Standard,0
O0004465,20250905,C02229,P0146,S017,1,100,0.0847,100,100,80,20,Debit Card,NONE,1,Express,0
O0004466,20250508,C00955,P0008,S035,2,400,0.1481,800,800,720,80,Cash,BULK5,4,Standard,0
O0004467,20250319,C02294,P0132,S041,2,220,0.0533,440,440,300,140,UPI,NONE,4,Standard,0
O0004468,20250327,C01788,P0123,S006,1,30,0.0183,30,30,20,10,UPI,NONE,4,Standard,0
O0004469,20250104,C02018,P0064,S039,2,260,0.0249,520,520,380,140,UPI,NONE,3,Standard,0
O0004470,20250825,C01176,P0170,S045,2,12510,0,25020,25020,18380,6640,UPI,NONE,2,Express,0
O0004471,20250128,C00306,P0042,S035,3,720,0.0361,2160,2160,1710,450,Credit Card,NONE,4,Standard,0
O0004472,20250314,C01367,P0061,S007,2,90,0.1361,180,180,140,40,Cash,NEWUSER10,6,Standard,0
O0004473,20250101,C02047,P0065,S038,1,500,0.0523,500,500,310,190,Cash,NONE,2,Express,0
O0004474,20250124,C00227,P0067,S013,2,110,0.0348,220,220,160,60,UPI,NONE,2,Express,0
O0004475,20251127,C00049,P0062,S005,2,830,0.0394,1660,1660,1100,560,Cash,NONE,3,Standard,0
O0004476,20250109,C02053,P0086,S029,2,240,0.0083,480,480,320,160,UPI,NONE,5,Standard,0
O0004477,20250815,C01492,P0173,S006,1,30,0,30,30,20,10,UPI,NONE,6,Standard,0
O0004478,20250430,C01305,P0087,S026,2,31080,0.0315,62160,62160,41100,21060,Credit Card,NONE,3,Standard,0
O0004479,20250220,C01689,P0113,S001,1,540,0.0405,540,540,370,170,UPI,NONE,3,Standard,0
O0004480,20250420,C01711,P0121,S034,1,560,0.1726,560,560,450,110,UPI,FESTIVE15,3,Standard,0
O0004481,20250203,C01067,P0119,S006,1,1790,0.0137,1790,1790,1350,440,UPI,NONE,1,Express,0
O0004482,20250425,C01527,P0060,S031,2,680,0.0491,1360,1360,1060,300,UPI,NONE,1,Express,0
O0004483,20251026,C01199,P0052,S038,1,42960,0.0647,42960,42960,34160,8800,UPI,NONE,4,Standard,0
O0004484,20250815,C00518,P0066,S005,2,140,0.0691,280,280,200,80,Credit Card,NONE,6,Standard,0
O0004485,20251024,C01855,P0066,S002,3,150,0.0106,450,0,300,-300,UPI,NONE,7,Standard,1
O0004486,20250912,C00940,P0149,S040,2,20,0,40,40,20,20,Credit Card,NONE,3,Standard,0
O0004487,20251205,C02238,P0084,S021,3,200,0.19,600,600,570,30,UPI,FESTIVE15,2,Express,0
O0004488,20250209,C00993,P0168,S023,1,8070,0.04,8070,8070,4790,3280,Debit Card,NEWUSER10,2,Express,0
O0004489,20250228,C00474,P0176,S012,1,210,0.0474,210,210,130,80,Credit Card,NONE,7,Standard,0
O0004490,20250531,C02071,P0123,S022,1,30,0.1319,30,30,20,10,UPI,FESTIVE15,1,Express,0
O0004491,20250710,C00347,P0121,S038,3,670,0.0186,2010,2010,1350,660,Debit Card,NONE,3,Standard,0
O0004492,20251014,C02468,P0023,S038,2,29500,0.0311,59000,59000,41740,17260,Credit Card,NONE,5,Standard,0
O0004493,20250214,C01575,P0028,S037,1,90,0.0863,90,90,60,30,Net Banking,NEWUSER10,3,Standard,0
O0004494,20250210,C01205,P0128,S014,3,510,0.0803,1530,1530,1050,480,Cash,NEWUSER10,6,Standard,0
O0004495,20251018,C00577,P0179,S035,2,150,0.0108,300,300,220,80,Credit Card,NONE,1,Express,0
O0004496,20250720,C00505,P0145,S021,2,90,0.0955,180,180,160,20,UPI,NONE,2,Express,0
O0004497,20250531,C00486,P0049,S018,1,990,0.0674,990,990,700,290,Net Banking,NEWUSER10,2,Express,0
O0004498,20250323,C02083,P0123,S015,3,30,0.0134,90,90,60,30,Debit Card,NONE,3,Standard,0
O0004499,20250911,C00509,P0112,S042,1,670,0.1064,670,670,560,110,Cash,NEWUSER10,5,Standard,0
O0004500,20251020,C00090,P0010,S008,1,14620,0.105,14620,14620,10900,3720,Net Banking,NONE,0,Express,0
O0004501,20250112,C00493,P0158,S041,1,280,0.147,280,280,210,70,Credit Card,BULK5,3,Standard,0
O0004502,20250120,C01526,P0063,S042,1,3290,0.0947,3290,3290,2120,1170,Credit Card,BANK10,4,Standard,0
O0004503,20251011,C01193,P0111,S030,1,4140,0.0788,4140,4140,2820,1320,Credit Card,BANK10,5,Standard,0
O0004504,20251119,C00933,P0061,S002,1,90,0.0613,90,90,70,20,Credit Card,NONE,2,Express,0
O0004505,20250325,C02411,P0167,S028,1,4710,0.0722,4710,4710,3720,990,Debit Card,NONE,3,Standard,0
O0004506,20250915,C00859,P0085,S006,1,30,0.0249,30,30,20,10,Cash,NONE,4,Standard,0
O0004507,20251104,C02071,P0153,S016,1,180,0,180,180,140,40,UPI,NONE,4,Standard,0
O0004508,20250211,C00311,P0170,S004,5,11160,0.1081,55800,55800,45950,9850,Credit Card,BULK5,6,Standard,0
O0004509,20250309,C01359,P0007,S034,3,25950,0.1118,77850,77850,61290,16560,Debit Card,NEWUSER10,3,Standard,0
O0004510,20250217,C00328,P0076,S022,1,160,0.11,160,160,110,50,Debit Card,NEWUSER10,4,Standard,0
O0004511,20251016,C00203,P0124,S043,3,20,0.061,60,60,30,30,Credit Card,BANK10,0,Express,0
O0004512,20251009,C01700,P0152,S031,2,1280,0.1381,2560,2560,2080,480,UPI,NEWUSER10,3,Standard,0
O0004513,20250218,C01683,P0130,S015,1,30,0.0523,30,30,20,10,UPI,BANK10,4,Standard,0
O0004514,20250305,C01437,P0119,S035,2,1460,0.1935,2920,2920,2700,220,UPI,FESTIVE15,5,Standard,0
O0004515,20250831,C01128,P0067,S013,1,100,0.0581,100,100,80,20,UPI,NONE,0,Express,0
O0004516,20251124,C00677,P0030,S013,1,280,0.0438,280,280,200,80,Credit Card,NONE,3,Standard,0
O0004517,20251012,C01946,P0164,S012,2,120,0.0668,240,240,180,60,Debit Card,BANK10,2,Express,0
O0004518,20250303,C00474,P0008,S032,3,470,0.0099,1410,1410,1080,330,Cash,NONE,5,Standard,0
O0004519,20250521,C01235,P0145,S045,1,90,0.0585,90,90,80,10,UPI,NONE,1,Express,0
O0004520,20250125,C02357,P0007,S039,2,25620,0.1232,51240,51240,40860,10380,Debit Card,NEWUSER10,4,Standard,0
O0004521,20250331,C01671,P0067,S025,3,100,0.0536,300,300,240,60,UPI,NONE,4,Standard,0
O0004522,20250725,C02113,P0155,S001,3,400,0,1200,1200,750,450,UPI,NONE,4,Standard,0
O0004523,20250506,C00501,P0041,S044,1,6230,0.0548,6230,6230,4740,1490,Debit Card,NONE,3,Standard,0
O0004524,20250810,C00065,P0048,S018,1,150,0.1385,150,150,130,20,Credit Card,NEWUSER10,4,Standard,0
O0004525,20250419,C02084,P0039,S028,1,2730,0.0854,2730,2730,1890,840,Cash,NEWUSER10,4,Standard,0
O0004526,20250725,C01408,P0123,S020,1,30,0.0814,30,30,20,10,Credit Card,BANK10,2,Express,0
O0004527,20250820,C01949,P0040,S014,3,960,0.0812,2880,2880,2100,780,Net Banking,BULK5,3,Standard,0
O0004528,20250313,C02107,P0126,S014,1,370,0.1866,370,370,320,50,Wallet,FESTIVE15,5,Standard,0
O0004529,20250117,C00936,P0107,S027,3,150,0.0662,450,450,360,90,UPI,BULK5,4,Standard,0
O0004530,20250504,C00277,P0161,S020,1,50,0.0687,50,50,40,10,UPI,NONE,0,Express,0
O0004531,20250116,C02410,P0116,S007,1,260,0.1193,260,260,200,60,UPI,CLEARANCE20,1,Express,0
O0004532,20250228,C00763,P0073,S018,1,70,0.2549,70,70,60,10,Cash,CLEARANCE20,6,Standard,0
O0004533,20250416,C00401,P0027,S021,2,360,0,720,720,480,240,Wallet,NONE,2,Express,0
O0004534,20250504,C01428,P0080,S029,1,30,0.0822,30,30,20,10,Wallet,BULK5,0,Express,0
O0004535,20250412,C00051,P0099,S020,4,360,0.1082,1440,1440,1080,360,UPI,NONE,2,Express,0
O0004536,20250120,C00150,P0168,S009,1,7240,0.1389,7240,7240,4790,2450,Credit Card,FESTIVE15,5,Standard,0
O0004537,20250306,C01908,P0046,S026,3,80,0.0861,240,240,210,30,UPI,NONE,2,Express,0
O0004538,20251119,C00221,P0069,S038,1,17430,0.0721,17430,17430,13660,3770,Credit Card,BANK10,5,Standard,0
O0004539,20250919,C01502,P0164,S018,2,120,0.0721,240,240,180,60,UPI,BANK10,2,Express,0
O0004540,20250612,C01134,P0166,S029,1,160,0.0899,160,160,120,40,UPI,BULK5,4,Standard,0
O0004541,20250109,C00278,P0155,S021,2,400,0,800,800,500,300,UPI,NONE,5,Standard,0
O0004542,20250511,C02358,P0033,S014,2,790,0.0157,1580,1580,1120,460,UPI,NONE,4,Standard,0
O0004543,20251204,C00399,P0021,S040,1,20,0,20,0,10,-10,Credit Card,NONE,4,Standard,1
O0004544,20251023,C01627,P0068,S044,1,660,0.1029,660,660,580,80,UPI,BANK10,6,Standard,0
O0004545,20251004,C00328,P0046,S009,1,90,0,90,90,70,20,Credit Card,NONE,4,Standard,0
O0004546,20250401,C01476,P0057,S029,1,170,0.0426,170,170,110,60,Credit Card,NONE,0,Express,0
O0004547,20250528,C00418,P0171,S042,3,29600,0.036,88800,88800,70230,18570,Credit Card,NONE,3,Standard,0
O0004548,20250111,C02222,P0097,S025,1,2550,0.1223,2550,2550,1800,750,UPI,BANK10,4,Standard,0
O0004549,20251110,C01154,P0054,S025,1,510,0.098,510,510,340,170,UPI,BANK10,5,Standard,0
O0004550,20250211,C00023,P0132,S044,1,210,0.0994,210,210,150,60,UPI,BANK10,4,Standard,0
O0004551,20250814,C00128,P0147,S029,2,34950,0,69900,69900,52380,17520,Credit Card,NONE,4,Standard,0
O0004552,20250413,C01358,P0078,S039,1,3840,0.0916,3840,3840,2490,1350,UPI,BANK10,4,Standard,0
O0004553,20250728,C01299,P0010,S005,1,14020,0.1423,14020,14020,10900,3120,UPI,CLEARANCE20,4,Standard,0
O0004554,20251029,C00827,P0085,S027,1,30,0.0728,30,30,20,10,UPI,BANK10,2,Express,0
O0004555,20250425,C01514,P0070,S007,1,730,0,730,730,450,280,UPI,NONE,5,Standard,0
O0004556,20250107,C01993,P0035,S010,1,130,0.0305,130,130,100,30,Wallet,NONE,2,Express,0
O0004557,20250831,C01819,P0111,S033,1,3790,0.1563,3790,3790,2820,970,Credit Card,FESTIVE15,1,Express,0
O0004558,20250714,C01874,P0133,S040,5,29090,0.0465,145450,145450,94700,50750,Cash,NONE,4,Standard,0
O0004559,20250220,C02366,P0072,S041,1,16610,0,16610,16610,11830,4780,UPI,NONE,2,Express,0
O0004560,20250118,C00517,P0069,S035,3,18160,0.0328,54480,54480,40980,13500,UPI,NONE,3,Standard,0
O0004561,20250711,C00207,P0143,S024,1,1730,0.0961,1730,1730,1450,280,Credit Card,BANK10,1,Express,0
O0004562,20250812,C00303,P0033,S020,2,760,0.0521,1520,1520,1120,400,UPI,NONE,3,Standard,0
O0004563,20250212,C00088,P0177,S008,2,70,0.0667,140,140,120,20,UPI,NONE,3,Standard,0
O0004564,20250807,C00734,P0076,S036,5,160,0.1152,800,800,550,250,Credit Card,NEWUSER10,3,Standard,0
O0004565,20250612,C00348,P0093,S036,1,180,0.0418,180,180,110,70,Wallet,NONE,3,Standard,0
O0004566,20250220,C02304,P0107,S006,1,150,0.0364,150,150,120,30,Cash,NONE,3,Standard,0
O0004567,20250813,C00844,P0084,S042,1,240,0.0205,240,240,190,50,Debit Card,NONE,2,Express,0
O0004568,20250824,C00546,P0009,S015,1,2220,0.114,2220,2220,1460,760,Credit Card,NEWUSER10,1,Express,0
O0004569,20250226,C01314,P0127,S031,3,30860,0.0137,92580,92580,55470,37110,UPI,NONE,4,Standard,0
O0004570,20250903,C01077,P0162,S006,5,220,0.0795,1100,1100,800,300,Credit Card,NEWUSER10,2,Express,0
O0004571,20250323,C00011,P0136,S009,2,3290,0.0961,6580,6580,4460,2120,Cash,NEWUSER10,1,Express,0
O0004572,20250806,C02400,P0124,S028,1,20,0.0372,20,20,10,10,Cash,NONE,2,Express,0
O0004573,20251024,C01731,P0011,S019,2,420,0.0338,840,840,560,280,Credit Card,NONE,2,Express,0
O0004574,20251209,C02063,P0142,S002,5,3560,0.0465,17800,17800,13500,4300,Debit Card,NONE,2,Express,0
O0004575,20250404,C02393,P0079,S043,3,500,0,1500,1500,870,630,Credit Card,NONE,5,Standard,0
O0004576,20250504,C02214,P0055,S040,3,260,0.0557,780,780,540,240,UPI,NONE,2,Express,0
O0004577,20250204,C00625,P0090,S009,1,150,0,150,150,100,50,Debit Card,NONE,6,Standard,0
O0004578,20251220,C01909,P0042,S030,1,660,0.1236,660,660,570,90,UPI,NEWUSER10,3,Standard,0
O0004579,20250501,C00022,P0056,S008,1,24320,0.0573,24320,0,15220,-15220,UPI,NONE,3,Standard,1
O0004580,20251020,C00904,P0146,S033,1,110,0.0215,110,110,80,30,UPI,NONE,5,Standard,0
O0004581,20251208,C01884,P0137,S032,1,410,0.2189,410,410,380,30,Net Banking,CLEARANCE20,3,Standard,0
O0004582,20250623,C01750,P0101,S034,1,130,0.1095,130,130,90,40,UPI,NEWUSER10,2,Express,0
O0004583,20250911,C01926,P0160,S025,2,480,0,960,960,540,420,Debit Card,NONE,3,Standard,0
O0004584,20250622,C01893,P0029,S002,3,320,0,960,960,660,300,UPI,NONE,9,Standard,0
O0004585,20250730,C00109,P0153,S010,2,150,0.147,300,300,280,20,Wallet,CLEARANCE20,0,Express,0
O0004586,20250402,C01459,P0086,S045,1,200,0.1562,200,200,160,40,UPI,CLEARANCE20,3,Standard,0
O0004587,20251103,C01544,P0115,S028,1,880,0.052,880,880,690,190,UPI,NONE,5,Standard,0
O0004588,20250214,C00389,P0151,S016,4,10,0.0785,40,40,40,0,Credit Card,BANK10,4,Standard,0
O0004589,20250829,C00608,P0143,S043,5,1790,0.061,8950,8950,7250,1700,Wallet,NEWUSER10,4,Standard,0
O0004590,20251202,C01219,P0179,S020,5,140,0.035,700,700,550,150,UPI,NONE,5,Standard,0
O0004591,20251024,C01583,P0042,S039,4,720,0.04,2880,2880,2280,600,UPI,BULK5,4,Standard,0
O0004592,20251004,C02126,P0031,S037,1,380,0.0383,380,380,280,100,Debit Card,NONE,3,Standard,0
O0004593,20250828,C01816,P0005,S001,2,520,0.1396,1040,1040,820,220,UPI,NEWUSER10,5,Standard,0
O0004594,20251212,C02439,P0122,S042,1,20,0.1689,20,20,20,0,Credit Card,BANK10,3,Standard,0
O0004595,20251112,C00557,P0093,S040,1,190,0.0224,190,190,110,80,UPI,NONE,4,Standard,0
O0004596,20250411,C00982,P0120,S045,1,23080,0.1222,23080,23080,16520,6560,Credit Card,NEWUSER10,2,Express,0
O0004597,20250816,C00652,P0074,S029,2,23510,0.0742,47020,47020,35420,11600,UPI,BULK5,2,Express,0
O0004598,20250606,C02227,P0063,S032,1,3300,0.0905,3300,3300,2120,1180,Net Banking,BULK5,2,Express,0
O0004599,20250407,C01529,P0159,S013,1,630,0.0809,630,630,400,230,Credit Card,NEWUSER10,2,Express,0
O0004600,20251026,C01270,P0033,S007,3,790,0.0137,2370,2370,1680,690,Credit Card,NONE,1,Express,0
O0004601,20250116,C01456,P0143,S005,1,1740,0.0904,1740,1740,1450,290,UPI,BANK10,5,Standard,0
O0004602,20250216,C00818,P0020,S008,2,420,0.1094,840,840,600,240,UPI,NEWUSER10,2,Express,0
O0004603,20250208,C02216,P0069,S044,2,18130,0.0348,36260,36260,27320,8940,Debit Card,NONE,1,Express,0
O0004604,20250315,C01538,P0009,S013,1,2220,0.1137,2220,2220,1460,760,UPI,BULK5,4,Standard,0
O0004605,20250707,C01276,P0004,S002,1,460,0.0286,460,460,290,170,UPI,NONE,2,Express,0
O0004606,20251210,C01762,P0007,S031,1,29220,0,29220,29220,20430,8790,UPI,NONE,4,Standard,0
O0004607,20251221,C02000,P0050,S009,2,860,0,1720,1720,1000,720,UPI,NONE,4,Standard,0
O0004608,20251125,C00989,P0170,S023,2,11620,0.0714,23240,23240,18380,4860,Net Banking,BANK10,4,Standard,0
O0004609,20251005,C01831,P0065,S031,1,470,0.1097,470,470,310,160,Credit Card,BULK5,2,Express,0
O0004610,20250617,C01996,P0111,S026,2,4480,0.0019,8960,8960,5640,3320,Wallet,NONE,2,Express,0
O0004611,20251011,C01665,P0122,S035,1,30,0.04,30,30,20,10,UPI,BULK5,4,Standard,0
O0004612,20250408,C00292,P0158,S001,1,280,0.1434,280,280,210,70,UPI,BANK10,1,Express,0
O0004613,20250831,C00480,P0163,S012,2,20,0.0588,40,40,40,0,UPI,BULK5,4,Standard,0
O0004614,20250104,C00078,P0007,S019,3,23540,0.1944,70620,70620,61290,9330,UPI,CLEARANCE20,3,Standard,0
O0004615,20251126,C00691,P0040,S034,1,900,0.1397,900,900,700,200,UPI,CLEARANCE20,5,Standard,0
O0004616,20251221,C00412,P0139,S025,2,1290,0.1018,2580,2580,2240,340,Net Banking,NEWUSER10,1,Express,0
O0004617,20250926,C01417,P0142,S035,1,3300,0.1151,3300,3300,2700,600,UPI,NEWUSER10,2,Express,0
O0004618,20250305,C02274,P0177,S034,1,70,0.1,70,70,60,10,UPI,CLEARANCE20,3,Standard,0
O0004619,20250405,C00165,P0132,S037,1,210,0.1064,210,210,150,60,UPI,BANK10,5,Standard,0
O0004620,20250928,C00712,P0097,S028,1,2800,0.0361,2800,2800,1800,1000,Wallet,NONE,4,Standard,0
O0004621,20250702,C00113,P0064,S034,1,250,0.0631,250,250,190,60,Debit Card,NONE,2,Express,0
O0004622,20250719,C00210,P0085,S031,4,30,0,120,120,80,40,Net Banking,NONE,3,Standard,0
O0004623,20250528,C00125,P0003,S002,1,260,0.0099,260,260,200,60,UPI,NONE,5,Standard,0
O0004624,20251102,C01517,P0124,S013,5,20,0.0384,100,100,50,50,Net Banking,NONE,5,Standard,0
O0004625,20250302,C02304,P0006,S041,1,110,0.1377,110,110,90,20,Debit Card,FESTIVE15,5,Standard,0
O0004626,20250611,C01812,P0117,S005,1,930,0.0348,930,0,730,-730,UPI,NONE,1,Express,1
O0004627,20250323,C01723,P0112,S026,1,730,0.032,730,730,560,170,Credit Card,NONE,6,Standard,0
O0004628,20250910,C00392,P0178,S035,3,17000,0.0089,51000,51000,36750,14250,Credit Card,NONE,2,Express,0
O0004629,20250415,C02092,P0153,S020,1,180,0,180,180,140,40,Credit Card,NONE,4,Standard,0
O0004630,20250420,C01449,P0132,S009,1,220,0.0478,220,220,150,70,UPI,NONE,2,Express,0
O0004631,20250305,C02409,P0114,S002,1,420,0.1413,420,420,360,60,Credit Card,FESTIVE15,3,Standard,0
O0004632,20251112,C00977,P0054,S030,2,450,0.2033,900,900,680,220,Credit Card,CLEARANCE20,3,Standard,0
O0004633,20250321,C01753,P0140,S027,3,270,0.1154,810,810,630,180,Debit Card,BANK10,6,Standard,0
O0004634,20251114,C01202,P0100,S032,2,22270,0.039,44540,44540,30740,13800,Credit Card,NONE,1,Express,0
O0004635,20251201,C01289,P0091,S008,1,480,0.1391,480,480,370,110,Credit Card,NEWUSER10,0,Express,0
O0004636,20251218,C00266,P0112,S022,4,730,0.0269,2920,2920,2240,680,UPI,NONE,2,Express,0
O0004637,20250506,C01198,P0048,S025,1,150,0.1099,150,150,130,20,Net Banking,NONE,2,Express,0
O0004638,20250828,C00418,P0047,S038,1,630,0.0785,630,630,420,210,UPI,NONE,4,Standard,0
O0004639,20251030,C01866,P0008,S009,1,450,0.0496,450,450,360,90,Credit Card,NONE,3,Standard,0
O0004640,20250129,C01772,P0070,S032,2,680,0.0669,1360,1360,900,460,Wallet,NONE,4,Standard,0
O0004641,20250124,C02170,P0148,S031,2,130,0.1219,260,260,180,80,Credit Card,FESTIVE15,4,Standard,0
O0004642,20250317,C01153,P0016,S027,2,160,0.1201,320,320,220,100,Debit Card,FESTIVE15,2,Express,0
O0004643,20251225,C02075,P0086,S004,1,230,0.0558,230,230,160,70,Credit Card,NONE,2,Express,0
O0004644,20250202,C02226,P0154,S006,1,2030,0.019,2030,2030,1610,420,Cash,NONE,1,Express,0
O0004645,20251007,C01233,P0158,S028,1,300,0.0816,300,300,210,90,Debit Card,BULK5,4,Standard,0
O0004646,20251103,C02368,P0168,S029,4,7510,0.1068,30040,30040,19160,10880,UPI,NEWUSER10,1,Express,0
O0004647,20251127,C01934,P0067,S029,1,110,0,110,110,80,30,Cash,NONE,0,Express,0
O0004648,20250712,C00726,P0061,S035,3,90,0.0809,270,270,210,60,UPI,NEWUSER10,2,Express,0
O0004649,20250711,C01192,P0050,S018,1,740,0.1341,740,740,500,240,UPI,BANK10,5,Standard,0
O0004650,20250928,C00253,P0075,S014,1,30,0.0685,30,30,20,10,UPI,NONE,2,Express,0
O0004651,20250820,C00961,P0121,S042,2,660,0.0294,1320,1320,900,420,Cash,NONE,3,Standard,0
O0004652,20251015,C00902,P0123,S032,3,30,0.066,90,90,60,30,UPI,NONE,1,Express,0
O0004653,20250512,C00745,P0109,S024,2,470,0.1557,940,940,720,220,UPI,FESTIVE15,1,Express,0
O0004654,20251207,C00889,P0084,S026,1,230,0.0627,230,230,190,40,UPI,NONE,2,Express,0
O0004655,20250607,C00137,P0127,S034,1,27440,0.123,27440,0,18490,-18490,UPI,FESTIVE15,4,Standard,1
O0004656,20250401,C01134,P0062,S014,1,860,0,860,860,550,310,Credit Card,NONE,0,Express,0
O0004657,20251002,C00503,P0017,S021,2,70,0.0551,140,140,100,40,UPI,NONE,6,Standard,0
O0004658,20250815,C00573,P0174,S002,1,690,0.0993,690,690,490,200,UPI,NONE,0,Express,0
O0004659,20250119,C01826,P0016,S036,2,180,0.0229,360,360,220,140,Credit Card,NONE,2,Express,0
O0004660,20250302,C02221,P0154,S023,2,1980,0.0439,3960,3960,3220,740,Cash,NONE,1,Express,0
O0004661,20250114,C00430,P0103,S041,1,30,0.323,30,30,30,0,UPI,CLEARANCE20,2,Express,0
O0004662,20250730,C01404,P0177,S014,1,70,0.1218,70,70,60,10,Credit Card,FESTIVE15,6,Standard,0
O0004663,20251116,C02253,P0099,S019,1,370,0.0716,370,370,270,100,Credit Card,NONE,3,Standard,0
O0004664,20250428,C01520,P0010,S003,1,16340,0,16340,16340,10900,5440,UPI,NONE,2,Express,0
O0004665,20250210,C00197,P0017,S044,1,60,0.1801,60,60,50,10,Net Banking,FESTIVE15,4,Standard,0
O0004666,20251107,C01938,P0016,S016,1,140,0.2342,140,140,110,30,Credit Card,CLEARANCE20,2,Express,0
O0004667,20250921,C00128,P0078,S007,1,4230,0,4230,4230,2490,1740,UPI,NONE,3,Standard,0
O0004668,20250718,C01543,P0137,S028,1,520,0.0238,520,520,380,140,UPI,NONE,5,Standard,0
O0004669,20250314,C01203,P0115,S039,1,840,0.0955,840,840,690,150,UPI,BANK10,4,Standard,0
O0004670,20250903,C01320,P0147,S006,1,34950,0,34950,34950,26190,8760,UPI,NONE,4,Standard,0
O0004671,20250514,C00557,P0098,S024,4,140,0.0961,560,0,400,-400,Debit Card,BANK10,4,Standard,1
O0004672,20250331,C02216,P0023,S022,2,27900,0.0839,55800,55800,41740,14060,Debit Card,NONE,2,Express,0
O0004673,20250418,C00258,P0034,S007,1,260,0.0933,260,260,180,80,UPI,BANK10,1,Express,0
O0004674,20250123,C02344,P0029,S013,1,300,0.0645,300,300,220,80,UPI,NONE,4,Standard,0
O0004675,20250628,C00150,P0168,S029,2,6910,0.1786,13820,13820,9580,4240,UPI,FESTIVE15,3,Standard,0
O0004676,20251002,C00759,P0145,S045,1,90,0.0821,90,90,80,10,Debit Card,NONE,4,Standard,0
O0004677,20251029,C01319,P0007,S006,2,26000,0.1101,52000,52000,40860,11140,UPI,BULK5,6,Standard,0
O0004678,20250922,C01291,P0040,S029,3,1020,0.0283,3060,3060,2100,960,Cash,NONE,5,Standard,0
O0004679,20251116,C00649,P0050,S040,3,780,0.0972,2340,2340,1500,840,Credit Card,NEWUSER10,3,Standard,0
O0004680,20251218,C00721,P0129,S035,1,20,0.0749,20,20,10,10,UPI,NONE,4,Standard,0
O0004681,20250323,C01390,P0013,S037,1,1140,0.0337,1140,1140,680,460,Wallet,NONE,2,Express,0
O0004682,20250608,C00055,P0177,S042,1,80,0.0461,80,80,60,20,UPI,NONE,2,Express,0
O0004683,20250504,C00371,P0052,S030,1,39530,0.1392,39530,39530,34160,5370,Net Banking,CLEARANCE20,2,Express,0
O0004684,20250907,C00989,P0154,S002,3,1750,0.154,5250,5250,4830,420,Debit Card,FESTIVE15,4,Standard,0
O0004685,20251102,C00062,P0124,S011,5,20,0.1157,100,100,50,50,UPI,NONE,3,Standard,0
O0004686,20251121,C00217,P0069,S019,2,15650,0.1669,31300,31300,27320,3980,Net Banking,CLEARANCE20,3,Standard,0
O0004687,20250202,C00069,P0005,S044,1,520,0.1379,520,520,410,110,Net Banking,FESTIVE15,3,Standard,0
O0004688,20250707,C02044,P0100,S010,1,23170,0,23170,23170,15370,7800,Cash,NONE,2,Express,0
O0004689,20250212,C00282,P0007,S039,1,23670,0.19,23670,23670,20430,3240,UPI,CLEARANCE20,4,Standard,0
O0004690,20250501,C00461,P0130,S029,2,30,0.0995,60,60,40,20,Debit Card,NONE,4,Standard,0
O0004691,20250625,C01991,P0038,S033,1,10,0,10,10,10,0,Net Banking,NONE,2,Express,0
O0004692,20250815,C01082,P0172,S005,2,22740,0.0294,45480,0,34640,-34640,Debit Card,NONE,4,Standard,1
O0004693,20251016,C01122,P0005,S017,5,480,0.2017,2400,2400,2050,350,Net Banking,CLEARANCE20,2,Express,0
O0004694,20251230,C01642,P0063,S021,1,3440,0.0524,3440,3440,2120,1320,Credit Card,NONE,5,Standard,0
O0004695,20250503,C01560,P0071,S022,5,600,0.0971,3000,3000,2350,650,Credit Card,NEWUSER10,6,Standard,0
O0004696,20250724,C01034,P0139,S040,1,1310,0.0882,1310,1310,1120,190,Credit Card,NEWUSER10,2,Express,0
O0004697,20250126,C02188,P0042,S016,1,610,0.1913,610,610,570,40,Debit Card,FESTIVE15,4,Standard,0
O0004698,20250210,C00570,P0141,S040,1,140,0.0103,140,140,90,50,UPI,NONE,4,Standard,0
O0004699,20251220,C00532,P0058,S039,1,35350,0.0415,35350,35350,26580,8770,UPI,NONE,3,Standard,0
O0004700,20251209,C01287,P0015,S029,2,560,0.0448,1120,1120,720,400,UPI,NONE,2,Express,0
O0004701,20251209,C02179,P0151,S014,2,10,0.0548,20,20,20,0,UPI,NONE,3,Standard,0
O0004702,20250406,C02243,P0035,S005,2,130,0.022,260,260,200,60,Debit Card,NONE,4,Standard,0
O0004703,20250826,C01865,P0078,S011,1,4220,0.0029,4220,4220,2490,1730,Wallet,NONE,1,Express,0
O0004704,20250325,C00009,P0110,S028,2,430,0.0376,860,860,600,260,Net Banking,NONE,3,Standard,0
O0004705,20250906,C01823,P0003,S010,2,260,0.0172,520,520,400,120,UPI,NONE,5,Standard,0
O0004706,20250626,C00410,P0117,S041,1,930,0.0312,930,930,730,200,UPI,NONE,5,Standard,0
O0004707,20251207,C02177,P0099,S019,1,390,0.0176,390,390,270,120,UPI,NONE,1,Express,0
O0004708,20250517,C00284,P0140,S013,2,280,0.092,560,560,420,140,UPI,NEWUSER10,1,Express,0
O0004709,20250824,C00315,P0020,S029,3,420,0.1027,1260,1260,900,360,Debit Card,BANK10,5,Standard,0
